title|overview|genres_|keywords_
The Glass House|After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.|Drama_Thriller|california_brother sister relationship_loss of parents_suspense_psychological thriller_orphan_car accident
Hail, Caesar!|Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.|Comedy_Drama_Mystery|journalist_cat_ransom_kidnapping_ancient rome_movie in movie_hollywood_period drama
Josie and the Pussycats|Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.|Comedy_Music|manager_pop_secret_small town_garage_musician_music_friendship_industry_fame_conspiracy_subliminal _rock band_culture_woman director_messages_fortune_record deal_popular_pawns
Homefront|Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.|Action_Thriller|based on novel_drug dealer_ex-cop_rural setting_undercover cop_methamphetamine_motorcycle gang_drug_revenge motive_father daughter relationship_lousiana bayou
The Little Vampire|Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.|Family_Horror|based on novel_vampire_bite_independent film_fang vamp
I Heart Huckabees|A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.|Comedy_Romance|sex_detective_jealousy_humor_protest_wife_celebrity_rivalry_independent film_religion_universe_anger_nature_husband_existentialism_enviroment_issues
RoboCop 3|The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.|Action_Adventure_Crime_Science Fiction_Thriller|cyborg_dystopia_police_sequel_cyberpunk_policeman_robocop
Megiddo: The Omega Code 2|Stone (the Antichrist) becomes President of the European Union and uses his seat of power to dissolve the United Nations and create a one world government called the World Union.|Action_Science Fiction_Thriller|dystopia
Darling Lili|"Set in Paris during World War I. Lili Smith/Schmidt is a German spy being requested to go under cover to help Germany during the war, to try and find out their plans. Her ""uncle"" wishes her to fulfill the operation, whereas one of his colleagues believed she is not capable of performing such an operation as she is British. She soon finds herself following Major William Larrabee's every move and spending all her time either with him or thinking of him. Her ""uncle"" realises she's in love with him but Lili is not facing that she is. Things &amp; people are coming between her true fate. But what is it..."|Drama_Comedy_Thriller_Music_Romance|spy_uncle
Dudley Do-Right|Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?|Comedy_Family_Romance|based on cartoon_mountie
The Transporter Refueled|The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.|Thriller_Action_Crime|transporter_sequel_suspense_car_bank heist_action
The Libertine|The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work.|Drama_Romance|london england_sex_dying and death_poet_theatre milieu_monolog_monkey_alcoholic
Black Book|In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.|Drama_Thriller_War|in love with enemy_netherlands_world war ii_prosecution
Joyeux Noël|In 1914, World War I, the bloodiest war ever at that time in human history, was well under way. However on Christmas Eve, numerous sections of the Western Front called an informal, and unauthorized, truce where the various front-line soldiers of the conflict peacefully met each other in No Man's Land to share a precious pause in the carnage with a fleeting brotherhood.|Romance_Drama_History_War_Music|holiday_world war i_hostility_singer_singing_christmas
Hit & Run|Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.|Action_Comedy_Romance|witness protection_getaway driver_duringcreditsstinger
Mad Money|Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.|Action_Comedy_Crime|gang_hoodlum_woman director
Before I Go to Sleep|A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.|Mystery_Thriller|amnesia_therapist_aggression_hospital_flashback
Sorcerer|Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.|Action_Thriller_Adventure|dynamite_car journey_nicaragua_criminal_bandit_explosives_latin america_rope bridge_transport_nitroglycerin_oil company_existentialism_dangerous mission
